,nr,pytanie_po_polsku,pytanie_bez_mcq,pytanie_po_angielsku,odpowiedź,A,B,C,D,E,tags,marked,baza_pytań,część,dziedzina,tematy,,ID
,51,,Nowotwory podścieliskowe przewodu pokarmowego (GIST):,,,"są zwykle bezobjawowe, choć większe mogą odpowiadać za dyspepsję, owrzodzenia i krwawienia z przewodu pokarmowego, w przeciwieństwie do innych nowotworów mezenchmalnych nie wykazują ekspresji protoonkogenu c-kit.","nawet o średnicy <2 cm manifestują się zwykle krwawieniem z przewodu pokarmowego, w przeciwieństwie do innych nowotworów mezenchmalnych nie wykazują ekspresji protoonkogenu c-kit.","są zwykle bezobjawowe, choć większe mogą odpowiadać za dyspepsję, owrzodzenia i krwawienia z przewodu pokarmowego, wykazują ekspresję protoonkogenu c-kit.","nawet o średnicy <2 cm manifestują się zwykle krwawieniem z przewodu pokarmowego, w przeciwieństwie do innych nowotworów mezenchmalnych wykazują ekspresję protoonkogenu c-kit.","mają charakter łagodny, nigdy nie złośliwieją, jednak ze względu na dużą skłonność do powodowania owrzodzeń zawsze wymagają leczenia inhibitorem kinazy tyrozynowej.", choroby_wewnętrzne,,CEM,część_2,choroby_wewnętrzne,,choroby_wewnętrzne,
,52,,Poamiodaronowa nadczynność tarczycy typu II cechuje się:,,,"indukowaną jodem nadmierną syntezą hormonów tarczycy u pacjentów ze współistniejącą chorobą tarczycy, taką jak utajona choroba Gravesa (przykład efektu Jod-Basedow);","zapaleniem tarczycy, będącym skutkiem bezpośredniego efektu cytotoksycznego amiodaronu;",zwiększoną jodochwytnością;,złą odpowiedzią na leczenie glikokortykosteroidami;,szybkim ustępowaniem po odstawieniu amiodaronu., choroby_wewnętrzne,,CEM,część_2,choroby_wewnętrzne,,choroby_wewnętrzne,
,53,,„Złotym” standardem prewencji i skriningu raka jelita grubego jest:,,,regularne badanie krwi utajonej w kale.,sigmoidoskopia.,rektoskopia.,kolonoskopia.,tomografia komputerowa., choroby_wewnętrzne,,CEM,część_2,choroby_wewnętrzne,,choroby_wewnętrzne,
,54,,Autoimmunologiczne zapalenie trzustki charakteryzuje się:,,,"bólem brzucha, utratą masy ciała, jednakże żółtaczka mechaniczna nigdy nie występuje, trzustka jest powiększona w badaniach obrazowych, dobrze odpowiada na leczenie glikokortykosteroidami.","bólem brzucha, utratą masy ciała lub żółtaczką mechaniczną, trzustka jest zmniejszona w badaniach obrazowych, dobrze odpowiada na leczenie glikokortykosteroidami.","bólem brzucha, utratą masy ciała lub żółtaczką mechaniczną, trzustka jest powiększona w badaniach obrazowych, dobrze odpowiada tylko na leczenie azatiopryną.","bólem brzucha, utratą masy ciała lub żółtaczką mechaniczną, trzustka jest powiększona w badaniach obrazowych, nie odpowiada na leczenie glikokortykosteroidami.","bólem brzucha, utratą masy ciała lub żółtaczką mechaniczną, trzustka jest powiększona w badaniach obrazowych, dobrze odpowiada na leczenie glikokortykosteroidami.", choroby_wewnętrzne,,CEM,część_2,choroby_wewnętrzne,,choroby_wewnętrzne,
,55,,Kardiomiopatia takotsubo charakteryzuje się:,,,"rozstrzenią koniuszka lewej komory, której towarzyszy upośledzenie czynności lewej komory, zwężenie drogi odpływu lewej komory, klinicznie i elektrokardiograficznie przypomina ostry zespół wieńcowy z uniesieniem odcinka ST, bez istotnych zmian w koronarografii.","rozstrzenią koniuszka lewej komory, której towarzyszy upośledzenie czynności lewej komory, zwężenie drogi odpływu lewej komory, klinicznie przypomina ostry zespół wieńcowy, zmian elektrokardiograficznych nie stwierdza się, bez istotnych zmian w koronarografii.","rozstrzenią koniuszka lewej komory, której towarzyszy upośledzenie czynności lewej komory, zwężenie drogi odpływu lewej komory, klinicznie i elektrokardiograficznie przypomina ostry zespół wieńcowy z uniesieniem odcinka ST, w koronarografii niedrożna tętnica okalająca.","włóknieniem wsierdzia i zarastaniem jam komór w przebiegu eozynofilowej ziarniniakowatości z zapaleniem naczyń (określanej dawniej jako zespół Churg i Strauss), występuje niedomykalność mitralna i trójdzielna oraz objawy zatorowości płucnej i obwodowej.","łagodnym przerostem mięśnia lewej komory spowodowanym mutacją genów kodujących troponiny, cechuje się występowaniem hipotensji indukowanej wysiłkiem i wysokim ryzykiem nagłego zgonu.", choroby_wewnętrzne,,CEM,część_2,choroby_wewnętrzne,,choroby_wewnętrzne,
,56,,Wskaż prawdziwe stwierdzenie dotyczące czaszkogardlaka (craniopharyngioma):,,,"jest guzem łagodnym, zlokalizowanym w obrębie siodła tureckiego, odpowiadającym za hiperprolaktynemię.","jest guzem łagodnym zlokalizowanym w obrębie siodła tureckiego lub w przestrzeni nadsiodłowej, który może powodować objawy niedoczynności przysadki lecz nigdy nie powoduje uszkodzenia podwzgórza.","jest rodzajem guza złośliwego przestrzeni nadsiodłowej, czynnego hormonalnie, wydzielającego wazopresynę.","jest guzem łagodnym zlokalizowanym w obrębie siodła tureckiego lub w przestrzeni nadsiodłowej, który może powodować wystąpienie objawów uszkodzenia podwzgórza i moczówkę prostą.","jest guzem złośliwym zlokalizowanym w obrębie siodła tureckiego, naciekającym okolicę skrzyżowania wzrokowego, nieczynnym hormonalnie.", choroby_wewnętrzne,,CEM,część_2,choroby_wewnętrzne,,choroby_wewnętrzne,
,57,,Szmer tarcia opłucnej:,,,jest słyszalny tylko na wdechu;,jest słyszalny tylko na wydechu;,jest słyszalny na wdechu i wydechu;,"jest wyrazem zapalenia opłucnej, stąd nie występuje w zatorowości płucnej;","nigdy nie towarzyszy mu szmer tarcia osierdziowego, z którym wymaga różnicowania.", choroby_wewnętrzne,,CEM,część_2,choroby_wewnętrzne,,choroby_wewnętrzne,
,58,,"Choroby śródmiąższowe płuc, np. idiopatyczne włóknienie, sarkoidoza płuc, powodują w spirometrii następujące zmiany w zakresie natężonej pojemności życiowej (FVC) i natężonej objętości wydechowej pierwszosekundowej (FEV1):",,,"obniżenie wartości wskaźnika FEV1/FVC, co wskazuje na zaburzenia restrykcyjne.","obniżenie wartości wskaźnika FEV1/FVC, co wskazuje na zaburzenia obturacyjne.","obniżenie FVC bez zmiany wartości wskaźnika FEV1/FVC, co wskazuje na zaburzenia obturacyjne.","obniżenie FVC bez zmiany wartości wskaźnika FEV1/FVC, co wskazuje na zaburzenia restrykcyjne.","obniżenie FEV1 bez zmiany wartości wskaźnika FEV1/FVC, co wskazuje na zaburzenia obturacyjne.", choroby_wewnętrzne,,CEM,część_2,choroby_wewnętrzne,,choroby_wewnętrzne,
,59,,Cechą kliniczną neuropatii autonomicznej w przebiegu cukrzycy jest:,,,tachykardia spoczynkowa.,bradykardia spoczynkowa.,zwiększona zmienność rytmu serca.,nadmierna reakcja źrenic na leki rozszerzające źrenice.,zwiększenie wielkości źrenic., choroby_wewnętrzne,,CEM,część_2,choroby_wewnętrzne,,choroby_wewnętrzne,
,60,,Wskaż prawdziwe stwierdzenie dotyczące metforminy:,,,Nie może być stosowana u otyłych pacjentów z cukrzycą typu 1.,"Jest stosowana jako terapia pierwszego rzutu w cukrzycy typu 2, bez względu na masę ciała.","Należy ją odstawić, jeśli wskaźnik filtracji kłębuszkowej wynosi 30-45 ml/min/1,73 m2 .",Może zwiększać ryzyko kwasicy ketonowej.,Głównymi skutkami ubocznymi są zaparcia stolca., choroby_wewnętrzne,,CEM,część_2,choroby_wewnętrzne,,choroby_wewnętrzne,
,61,,Do objawów hiperkalcemii zalicza się:,,,biegunkę.,skąpomocz.,zmniejszone pragnienie.,kolkę nerkową.,grubofaliste drżenie rąk., choroby_wewnętrzne,,CEM,część_2,choroby_wewnętrzne,,choroby_wewnętrzne,
,62,,"Test reaktywności naczyń płucnych, wykorzystywany w diagnostyce nadciśnienia płucnego można wykonać z zastosowaniem wymienionych poniżej leków, z wyjątkiem:",,,tlenku azotu.,epoprostenolu.,salbutamolu.,adenozyny.,iloprostu., choroby_wewnętrzne,,CEM,część_2,choroby_wewnętrzne,,choroby_wewnętrzne,
,63,,"Który z wymienionych leków wchodzi w skład każdego protokołu leczenia szpiczaka plazmocytowego, u pacjenta przygotowywanego do autologicznego przeszczepienia komórek macierzystych:",,,talidomid.,bortezomib.,cyklofosfamid.,lenalidomid.,doksorubicyna., choroby_wewnętrzne,,CEM,część_2,choroby_wewnętrzne,,choroby_wewnętrzne,
,64,,Najwyższe ryzyko powikłań kardiologicznych (w tym rozwoju kardiomiopatii rozstrzeniowej) dotyczy pacjentów z chorobami nowotworowymi otrzymujących w chemioterapii:,,,pochodne platyny.,leki alkilujące.,docetaksel.,antracykliny.,przeciwciała anty-VEGF., choroby_wewnętrzne,,CEM,część_2,choroby_wewnętrzne,,choroby_wewnętrzne,
,65,,"Przeciwciałem monoklonalnym, które znalazło zastosowanie zarówno w leczeniu szeregu chorób nowotworowych (chłoniaki nie-Hodgkina, przewlekła białaczka limfatyczna, ostra białaczka limfoblastyczna), jak i autoimmunologicznych (reumatoidalne zapalenie stawów, zapalenia naczyń z przeciwciałami przeciwko cytoplazmie neutrofilów) jest:",,,bewacyzumab.,trastuzumab.,infliksymab.,tocylizumab.,rytuksymab., choroby_wewnętrzne,,CEM,część_2,choroby_wewnętrzne,,choroby_wewnętrzne,
,66,,"Poniżej wymieniono wybrane cechy raków żołądka wg klasyfikacji Laurena. Wybierz te, które najlepiej charakteryzują raka gruczołowego typu jelitowego:",,,"lokalizacja w części przedodźwiernikowej, związek z zakażeniem Helicobacter pylori, przerzuty drogą krwionośną do wątroby.","lokalizacja w kącie żołądka, związek z mutacjami genu kodującego e-kadherynę, naciekanie błony otrzewnej przez ciągłość.","lokalizacja w trzonie żołądka, związek z mutacjami genu kodującego e-kadherynę, guz egzofityczny, dobrze odgraniczony.","lokalizacja w trzonie żołądka, związek przyczynowy z alkoholem i papierosami, naciekanie przez ciągłość.","lokalizacja w części przedodźwiernikowej, pogrubienie ściany żołądka z owrzodzeniem śluzówki, brak możliwości leczenia operacyjnego nawet we wczesnych postaciach.", choroby_wewnętrzne,,CEM,część_2,choroby_wewnętrzne,,choroby_wewnętrzne,
,67,,Który z wymienionych poniżej leków stosowanych przewlekle zmniejsza ryzyko rozwoju raka jelita grubego (choć nie jest rekomendowany jako profilaktyka tego nowotworu):,,,allopurynol.,witamina D.,witamina C.,kwas acetylosalicylowy.,N-acetylocysteina., choroby_wewnętrzne,,CEM,część_2,choroby_wewnętrzne,,choroby_wewnętrzne,
,68,,"W trakcie zabiegu Kauscha-Whipple’a, stosowanego w operacyjnym leczeniu raka głowy trzustki rutynowo usuwa się wszystkie wymienione struktury z wyjątkiem:",,,pęcherzyka żółciowego.,przewodu żółciowego wspólnego.,lewego płata wątroby.,dwunastnicy.,części odźwiernikowej żołądka., choroby_wewnętrzne,,CEM,część_2,choroby_wewnętrzne,,choroby_wewnętrzne,
,69,,Biomarkerem o dużej przydatności w rozpoznawaniu i monitorowaniu gruczolaków przysadki wywodzących się z komórek somatotropowych jest:,,,somatoliberyna.,insulinopodobny czynnik wzrostu 1.,czynnik martwicy nowotworów alfa.,transformujący czynnik wzrostu beta.,somatostatyna., choroby_wewnętrzne,,CEM,część_2,choroby_wewnętrzne,,choroby_wewnętrzne,
,70,,"Wskaż nieprawidłowość, która nie jest charakterystyczna dla jawnego zespołu rozpadu nowotworu:",,,hiperfosfatemia.,wzrost stężenia kreatyniny.,hiperkalemia.,hiperkalcemia.,hiperurykemia., choroby_wewnętrzne,,CEM,część_2,choroby_wewnętrzne,,choroby_wewnętrzne,
,71,,Mitotan jest lekiem znajdującym zastosowanie w leczeni zaawansowanego raka:,,,kory nadnerczy.,jądra.,tarczycy.,przytarczycy.,uroepitelialnego., choroby_wewnętrzne,,CEM,część_2,choroby_wewnętrzne,,choroby_wewnętrzne,
,72,,Wskaż fałszywe stwierdzenie dotyczące leczenia zróżnicowanych raków tarczycy jodem promieniotwórczym:,,,skuteczność leczenia wymaga adekwatnego (>30 mIU/ml) stężenia TSH.,skuteczność leczenia zwiększa się podaniem egzogennego rekombinowanego TSH.,jod promieniotwórczy znajduje zastosowanie w paliatywnym leczeniu przerzutów do kości.,na trzy miesiące przed terapią jodem promieniotwórczym nie należy wykonywać badań obrazowych z kontrastem jodowym.,jod promieniotwórczy jest skuteczny w leczeniu przerzutów do płuc pod warunkiem pozostawienia zdrowych fragmentów tarczycy po resekcji guza pierwotnego., choroby_wewnętrzne,,CEM,część_2,choroby_wewnętrzne,,choroby_wewnętrzne,
,73,,Najbardziej czułą i uniwersalną metodą diagnostyczną identyfikującą hormonalnie czynne nowotwory neuroendokrynne jest:,,,wielorzędowa tomografia spiralna.,rezonans magnetyczny.,pozytronowa tomografia emisyjna z podaniem 18F fluorodezoksyglukozy.,scyntygrafia receptorowa z zastosowaniem analogu somatostatyny znakowanego promieniotwórczym galem lub technetem.,scyntygrafia z zastosowaniem metajodobenzyloguanidyny znakowanej promieniotwórczym jodem., choroby_wewnętrzne,,CEM,część_2,choroby_wewnętrzne,,choroby_wewnętrzne,
,74,,"Nieswoistym (uniwersalnym) biomarkerem, którego oznaczanie pozwala z dużą czułością i specyficznością na ustalenie obecności nowotworów neuroendokrynnych rożnego pochodzenia jest:",,,serotonina.,alfa-fetoproteina.,chromogranina A.,czynnik martwicy nowotworów alfa.,insulinopodobny czynnik wzrostu 1., choroby_wewnętrzne,,CEM,część_2,choroby_wewnętrzne,,choroby_wewnętrzne,
,75,,"Lekiem biologicznym stosowanym w leczeniu chorób autoimmunologicznych (w tym reumatoidalnego zapalenia stawów), który hamuje tzw. drugi sygnał w aktywacji limfocytów T (interakcję pomiędzy limfocytem T i komórką prezentującą antygen) jest:",,,rytuksymab.,abatacept.,etanercept.,leflunomid.,tocylizumab., choroby_wewnętrzne,,CEM,część_2,choroby_wewnętrzne,,choroby_wewnętrzne,
,76,,"Poniżej wymieniono wybrane wskaźniki diagnostyczne lub objawy pozwalające na rozpoznanie oraz ocenę aktywności reumatoidalnego zapalenia stawów. Wskaż te, które nie wchodzą w skład podstawowej skali służącej ocenie aktywności tej choroby (Disease Activity Index; DAS):
1) subiektywna ocena nasilenia objawów przez pacjenta (w skali 0-100);
2) liczba leukocytów w badaniu morfologii krwi;
3) miano czynnika reumatoidalnego w klasie IgM;
4) wartość OB;
5) stężenie CRP;
6) stężenie fibrynogenu;
7) miano przeciwciał przeciwko cytrulinowanym peptydom; 8) liczba obrzękniętych stawów; 9) odsetek limfocytów w badaniu morfologii krwi. Prawidłowa odpowiedź to:",,,"1,2,3.","2,4,9.","4,6,8.","2,3,7.","4,5,8.", choroby_wewnętrzne,,CEM,część_2,choroby_wewnętrzne,,choroby_wewnętrzne,
,77,,"Poniżej wymieniono domeny kliniczne pozwalające na rozpoznanie tocznia rumieniowatego układowego wg ACR/EULAR. Do rozpoznania choroby niezbędne jest stwierdzenie >10 punktów, a poszczególne domeny mają „wartość” od 2 do 10 punktów. Wskaż kryteria kliniczne punktowane najwyżej:",,,zapalenie błony maziowej lub bolesność uciskowa w co najmniej dwóch stawach ze sztywnością poranną przez co najmniej 30 minut.,małopłytkowość.,majaczenie.,owrzodzenia w jamie ustnej.,"białkomocz >0,5 g/dobę.", choroby_wewnętrzne,,CEM,część_2,choroby_wewnętrzne,,choroby_wewnętrzne,
,78,,Jedynym lekiem biologicznym (przeciwciałem) zarejestrowanym w leczeniu tocznia rumieniowatego układowego jest:,,,anakinra.,tocylizumab.,belimumab.,infliksymab.,daratumumab., choroby_wewnętrzne,,CEM,część_2,choroby_wewnętrzne,,choroby_wewnętrzne,
,79,,"Poniżej wymieniono leki stosowane w terapii przewlekłej obturacyjnej choroby płuc. Wskaż te, które charakteryzują się krótkim czasem działania:
1) ipratropium;
2) tiopropium;
3) bromek glikopironium;
4) formoterol;
5) fenoterol;
6) salbutamol. Prawidłowa odpowiedź to:",,,"1,5,6.","1,3,4.","2,3,4.","2,3,5.","2,3,6.", choroby_wewnętrzne,,CEM,część_2,choroby_wewnętrzne,,choroby_wewnętrzne,
,80,,Pacjenci z pierwotnym stwardniejącym zapaleniem dróg żółciowych w około 70% chorują jednocześnie na:,,,nefropatię IgA.,wrzodziejące zapalenie jelita grubego.,chorobę Hashimoto.,bielactwo.,zesztywniejące zapalenie stawów kręgosłupa., choroby_wewnętrzne,,CEM,część_2,choroby_wewnętrzne,,choroby_wewnętrzne,
,81,,"Wskaż antybiotyk, który nie wchodzi w skład żadnego ze współczesnych schematów eradykacji Helicobacter pylori:",,,klarytromycyna.,amoksycylina.,cefuroksym.,metronidazol.,lewofloksacyna., choroby_wewnętrzne,,CEM,część_2,choroby_wewnętrzne,,choroby_wewnętrzne,
,82,,W której spośród wymienionych poniżej nabytych wad serca najczęściej należy spodziewać się omdleń?,,,niedomykalność zastawki dwudzielnej.,niedomykalność zastawki aortalnej.,niedomykalność zastawki trójdzielnej.,zwężenie zastawki aortalnej.,zespół wypadania płatka zastawki dwudzielnej., choroby_wewnętrzne,,CEM,część_2,choroby_wewnętrzne,,choroby_wewnętrzne,
,83,,Szmer Austina-Flinta jest szmerem:,,,"rozkurczowym, którego źródłem jest zastawka aortalna.","rozkurczowym, którego źródłem jest zastawka dwudzielna.","skurczowym, którego źródłem jest zastawka dwudzielna.","skurczowym, którego źródłem jest zastawka aortalna.","skurczowym, którego przyczyną jest przeciek lewo-prawy w ubytku przegrody międzykomorowej.", choroby_wewnętrzne,,CEM,część_2,choroby_wewnętrzne,,choroby_wewnętrzne,
,84,,U każdego pacjenta przywiezionego do Szpitalnego Oddziału Ratunkowego z powodu omdlenia należy:,,,wykonać badanie tomograficzne głowy.,oznaczyć stężenie CRP (białka C- reaktywnego).,wykonać rezonans szyjnego odcinka kręgosłupa.,wykonać badanie elektrokardiograficzne.,oznaczyć stężenie troponiny., choroby_wewnętrzne,,CEM,część_2,choroby_wewnętrzne,,choroby_wewnętrzne,
,85,,Omdleniu wazo-wagalnemu towarzyszy:,,,tachykardia i wzrost ciśnienia tętniczego.,bradykardia i obrzęk powiek.,bradykardia i hipotonia.,tachykardia i hipotonia.,bezwiedne oddanie moczu., choroby_wewnętrzne,,CEM,część_2,choroby_wewnętrzne,,choroby_wewnętrzne,
,86,,"Które leki nie są lekami pierwszego rzutu w leczeniu niewydolności serca z obniżoną frakcją wyrzutową wg współczesnych wytycznych europejskich?
1) długodziałające nitraty;
2) dihydropirydynowe blokery kanału wapniowego;
3) dapagliflozyna;
4) semaglutyd;
5) digoksyna;
6) ramipryl;
7) torasemid; 8) eplerenon. Prawidłowa odpowiedź to:",,,"1,2,3,4.","1,2,4,5.","1,2,5,6.","2,3,6,7.","4,6,7,8.", choroby_wewnętrzne,,CEM,część_2,choroby_wewnętrzne,,choroby_wewnętrzne,
